log_id,product_id,plant_id,date_key,operator_id,defect_type,rework_hours
39855,496,4,20230314,2622,Color Deviation,2.31
39856,31,4,20230622,2600,Scratch,2.61
39857,171,9,20220411,1591,Color Deviation,0.74
39858,34,1,20240516,2953,Dent,2.51
39859,498,6,20240508,1955,Color Deviation,0.95
39860,347,4,20230301,2383,Scratch,2.39
39861,169,9,20221219,2730,Color Deviation,4.73
39862,177,1,20231123,1818,Misalignment,2.0
39863,485,10,20231023,2487,Scratch,4.19
39864,232,5,20241224,1368,Dent,1.01
39865,311,3,20240530,1268,Scratch,0.57
39866,300,1,20231008,2052,Misalignment,2.05
39867,338,5,20240712,1569,Color Deviation,3.94
39868,288,1,20230304,108,Misalignment,1.03
39869,93,6,20230831,2224,Scratch,2.9
39870,56,2,20240705,237,Color Deviation,1.6
39871,197,2,20241116,2608,Color Deviation,0.62
39872,433,4,20220727,1729,Scratch,4.53
39873,137,9,20220728,78,Misalignment,4.17
39874,11,6,20220126,1881,Color Deviation,2.7
39875,348,5,20240412,675,Misalignment,3.25
39876,247,1,20240627,1166,Color Deviation,2.92
39877,258,10,20220320,2326,Dent,3.99
39878,481,8,20240131,1127,Misalignment,4.08
39879,91,3,20231101,2355,Color Deviation,3.03
39880,196,6,20230402,50,Dent,3.39
39881,131,7,20220126,1464,Misalignment,1.42
39882,230,3,20240524,1646,Misalignment,3.05
39883,438,8,20240103,2675,Dent,4.87
39884,294,1,20220124,1340,Misalignment,3.21
39885,327,10,20241204,2751,Dent,3.88
39886,335,9,20230206,2008,Color Deviation,0.97
39887,394,7,20231113,827,Scratch,3.46
39888,84,2,20241102,1840,Misalignment,1.56
39889,145,7,20220707,2406,Dent,3.5
39890,309,3,20220226,590,Color Deviation,0.98
39891,94,5,20241103,2448,Color Deviation,2.86
39892,28,8,20220323,1189,Color Deviation,2.56
39893,258,7,20220120,2050,Dent,3.41
39894,183,9,20240222,355,Misalignment,2.06
39895,56,3,20220304,2028,Color Deviation,4.35
39896,250,3,20220605,912,Dent,3.57
39897,429,3,20230831,1467,Scratch,2.53
39898,121,5,20230417,1324,Color Deviation,4.38
39899,364,9,20221018,809,Misalignment,0.85
39900,410,2,20230523,656,Color Deviation,3.03
39901,276,6,20240301,576,Dent,1.32
39902,315,7,20220131,2625,Dent,3.55
39903,155,10,20241025,1617,Dent,3.33
39904,219,9,20240818,2861,Color Deviation,4.68
39905,151,4,20241013,1567,Scratch,2.94
39906,194,1,20240529,885,Dent,2.3
39907,133,9,20231126,2451,Misalignment,1.09
39908,13,8,20231014,2820,Misalignment,2.09
39909,399,5,20220219,2768,Color Deviation,2.94
39910,222,4,20241209,1433,Color Deviation,4.9
39911,75,10,20231025,863,Misalignment,4.37
39912,243,6,20230310,1526,Color Deviation,1.46
39913,184,5,20220831,1920,Misalignment,0.83
39914,48,7,20241113,819,Dent,3.47
39915,86,10,20240814,1444,Scratch,0.94
39916,464,3,20230925,1933,Color Deviation,2.06
39917,452,3,20231120,1517,Color Deviation,0.58
39918,458,10,20240215,2116,Scratch,2.62
39919,313,10,20231216,1341,Misalignment,2.23
39920,69,2,20241118,971,Dent,3.96
39921,377,2,20230126,1649,Scratch,3.97
39922,23,4,20230505,284,Color Deviation,3.63
39923,284,6,20231229,2723,Scratch,1.71
39924,202,9,20230206,555,Scratch,3.91
39925,104,7,20231024,1476,Dent,1.06
39926,397,6,20240315,1072,Dent,4.0
39927,267,6,20231206,2837,Dent,4.72
39928,91,5,20230131,2673,Scratch,0.89
39929,33,5,20220310,1062,Misalignment,2.25
39930,54,5,20220614,2350,Misalignment,4.54
39931,210,2,20240828,2831,Misalignment,0.53
39932,195,7,20230814,1804,Scratch,3.93
39933,307,7,20240521,562,Misalignment,0.71
39934,353,3,20240630,719,Misalignment,4.68
39935,290,3,20240925,2230,Color Deviation,1.94
39936,39,3,20241002,757,Color Deviation,2.65
39937,405,3,20220909,2236,Color Deviation,2.0
39938,184,7,20240326,2249,Dent,2.01
39939,140,5,20230125,1967,Scratch,2.57
39940,260,9,20230913,2239,Misalignment,3.03
39941,151,5,20230611,2802,Misalignment,3.64
39942,313,5,20230110,2016,Scratch,1.4
39943,205,4,20240506,2471,Color Deviation,1.09
39944,184,2,20220618,1867,Dent,4.11
39945,134,5,20220705,1731,Scratch,2.4
39946,373,3,20230917,2228,Scratch,4.72
39947,255,3,20240510,2855,Scratch,0.59
39948,208,6,20221028,626,Scratch,3.53
39949,330,5,20220109,2977,Misalignment,1.2
39950,272,5,20240421,767,Scratch,2.56
39951,112,2,20220405,681,Scratch,0.88
39952,484,10,20220402,639,Misalignment,2.96
39953,455,10,20230303,2140,Scratch,2.85
39954,316,2,20240815,2942,Color Deviation,0.76
39955,32,2,20240226,1684,Scratch,2.59
39956,94,1,20230326,1164,Misalignment,4.91
39957,25,4,20230419,855,Misalignment,4.61
39958,77,1,20241225,1129,Misalignment,4.31
39959,219,9,20240626,2477,Misalignment,0.53
39960,443,2,20220906,1246,Scratch,3.49
39961,176,1,20241205,1189,Color Deviation,2.73
39962,153,5,20230707,2099,Color Deviation,3.19
39963,376,7,20220904,583,Dent,3.05
39964,253,2,20231201,1220,Scratch,4.2
39965,293,5,20240105,2370,Scratch,4.75
39966,444,5,20221112,256,Scratch,0.75
39967,147,1,20240623,1112,Misalignment,1.42
39968,337,9,20230321,1035,Scratch,4.22
39969,331,2,20221218,1152,Misalignment,2.74
39970,289,2,20231203,2206,Color Deviation,2.5
39971,478,10,20230306,1436,Misalignment,3.4
39972,275,9,20220104,1345,Scratch,4.06
39973,251,3,20240928,2041,Scratch,2.4
39974,387,4,20240124,941,Misalignment,3.65
39975,214,2,20230422,2673,Scratch,2.06
39976,295,8,20221212,967,Color Deviation,4.1
39977,111,4,20220312,2046,Color Deviation,1.05
39978,231,9,20230706,31,Color Deviation,0.85
39979,477,6,20220718,2789,Scratch,2.29
39980,10,3,20231001,2064,Color Deviation,3.34
39981,210,3,20240206,2479,Misalignment,1.43
39982,483,9,20240225,1400,Color Deviation,1.97
39983,393,4,20230821,2279,Dent,3.92
39984,281,7,20220412,612,Color Deviation,4.05
39985,184,3,20220527,1408,Dent,4.96
39986,176,8,20230113,1354,Misalignment,4.23
39987,78,7,20230204,2306,Dent,2.67
39988,329,7,20220125,1419,Color Deviation,3.25
39989,246,6,20240917,586,Misalignment,3.81
39990,108,9,20230511,519,Color Deviation,0.83
39991,10,1,20240718,339,Misalignment,2.63
39992,51,8,20230615,1090,Dent,2.3
39993,263,1,20231013,2813,Misalignment,3.88
39994,28,9,20230608,1329,Dent,1.37
39995,165,7,20241206,2690,Misalignment,4.65
39996,84,10,20240420,1368,Color Deviation,0.66
39997,259,2,20221021,1315,Dent,1.03
39998,265,2,20240106,606,Misalignment,2.1
39999,87,7,20230110,1231,Misalignment,3.88
40000,319,8,20240522,1099,Color Deviation,1.38
40001,353,6,20230920,1429,Misalignment,3.99
40002,326,8,20231208,412,Dent,3.36
40003,459,4,20221022,663,Dent,0.79
40004,414,9,20220609,628,Color Deviation,2.94
40005,413,3,20230126,669,Dent,1.35
40006,128,8,20230602,931,Misalignment,1.37
40007,254,2,20230810,378,Dent,1.27
40008,429,1,20240516,2580,Scratch,4.81
40009,214,2,20240905,2415,Dent,1.37
40010,330,4,20220111,2413,Scratch,4.93
40011,456,7,20230428,283,Misalignment,1.36
40012,42,3,20221128,1706,Scratch,3.28
40013,149,8,20221128,1658,Dent,4.71
40014,319,7,20220818,2785,Misalignment,1.72
40015,437,1,20220224,1528,Scratch,4.45
40016,134,7,20220201,1991,Dent,1.16
40017,399,5,20220316,2138,Misalignment,2.97
40018,355,10,20220624,2324,Scratch,3.82
40019,70,7,20241109,1832,Scratch,2.21
40020,170,7,20220623,2475,Color Deviation,0.94
40021,122,9,20241030,2122,Color Deviation,3.67
40022,187,5,20240325,2027,Scratch,2.66
40023,291,3,20230308,2882,Misalignment,1.99
40024,211,10,20220811,2626,Scratch,2.02
40025,379,5,20240712,673,Dent,3.7
40026,441,6,20230622,127,Misalignment,1.17
40027,126,2,20240423,1914,Color Deviation,1.5
40028,386,7,20231010,2632,Dent,4.13
40029,175,6,20240427,540,Dent,2.7
40030,198,1,20221115,534,Dent,2.45
40031,406,7,20240213,957,Color Deviation,2.09
40032,177,1,20220923,2876,Dent,4.05
40033,307,2,20240119,885,Scratch,3.74
40034,25,7,20231128,1574,Scratch,2.82
40035,57,6,20230228,2126,Misalignment,3.5
40036,32,8,20240717,14,Misalignment,2.6
40037,391,3,20220531,1754,Scratch,1.67
40038,264,6,20221128,2062,Scratch,4.45
40039,99,1,20240627,1882,Scratch,3.28
40040,262,1,20221031,1274,Dent,4.58
40041,470,2,20230603,221,Misalignment,3.44
40042,152,7,20220131,884,Color Deviation,3.86
40043,335,2,20230114,1060,Dent,1.34
40044,256,9,20221007,952,Color Deviation,1.12
40045,42,2,20220921,1339,Scratch,1.66
40046,43,4,20220525,2124,Scratch,2.92
40047,257,10,20220528,1995,Scratch,3.98
40048,24,1,20230522,1594,Color Deviation,1.87
40049,196,6,20230425,2996,Scratch,2.0
40050,395,8,20240711,2274,Scratch,1.77
40051,280,5,20240202,2214,Dent,4.58
40052,362,1,20220205,2257,Misalignment,2.87
40053,140,6,20240823,1550,Color Deviation,0.96
40054,43,9,20220106,1455,Color Deviation,3.39
40055,240,10,20230127,1718,Scratch,3.46
40056,424,7,20220909,2289,Scratch,1.76
40057,14,1,20221022,801,Dent,1.84
40058,173,2,20220613,2723,Color Deviation,1.72
40059,254,5,20241204,657,Scratch,0.66
40060,395,7,20231026,2273,Scratch,4.96
40061,174,10,20241203,2916,Scratch,4.08
40062,487,9,20240825,740,Dent,1.03
40063,12,1,20220203,1321,Misalignment,1.3
40064,336,4,20230106,2772,Misalignment,2.77
40065,194,1,20230511,2328,Dent,3.18
40066,261,1,20240803,129,Misalignment,2.9
40067,128,7,20230923,2049,Misalignment,2.92
40068,158,8,20240201,2240,Color Deviation,2.7
40069,337,4,20240928,2617,Scratch,2.2
40070,257,6,20220726,1238,Dent,2.05
40071,173,1,20230630,706,Scratch,2.04
40072,411,10,20220607,2148,Color Deviation,1.87
40073,496,6,20240810,1942,Color Deviation,1.75
40074,147,6,20231012,2612,Dent,4.18
40075,349,2,20221104,2526,Misalignment,2.75
40076,112,6,20230411,195,Misalignment,3.69
40077,179,6,20230514,1036,Color Deviation,3.9
40078,297,1,20230224,1823,Color Deviation,0.59
40079,75,5,20220921,2427,Color Deviation,4.18
40080,325,5,20241202,1270,Color Deviation,3.0
40081,379,1,20230228,2701,Color Deviation,1.98
40082,16,7,20230709,856,Color Deviation,3.89
40083,93,6,20230522,592,Scratch,1.92
40084,477,7,20230730,2162,Dent,2.99
40085,491,8,20220824,860,Color Deviation,3.17
40086,274,2,20231019,819,Scratch,1.59
40087,472,8,20240508,2305,Misalignment,1.05
40088,146,3,20240305,2357,Color Deviation,2.25
40089,61,9,20220214,1983,Scratch,4.68
40090,406,10,20241023,2174,Dent,0.62
40091,28,9,20220725,1600,Misalignment,4.84
40092,239,6,20230909,894,Color Deviation,2.68
40093,278,5,20231118,1902,Color Deviation,1.69
40094,323,7,20230502,2581,Color Deviation,3.05
40095,449,10,20220927,1514,Color Deviation,2.67
40096,480,10,20230817,1578,Scratch,1.01
40097,217,6,20240421,2526,Dent,4.23
40098,17,10,20220404,732,Misalignment,1.33
40099,243,6,20230220,2598,Scratch,2.73
40100,201,5,20241203,1393,Color Deviation,2.42
40101,464,3,20230108,1894,Misalignment,4.5
40102,118,8,20241122,1134,Dent,2.3
40103,153,1,20240419,1873,Dent,3.4
40104,499,10,20230913,2476,Color Deviation,2.22
40105,272,9,20220907,545,Misalignment,3.0
40106,402,3,20231211,770,Dent,1.76
40107,70,3,20240707,1837,Color Deviation,1.62
40108,322,4,20230427,1848,Scratch,4.44
40109,458,2,20220701,285,Color Deviation,2.04
40110,340,7,20230720,1412,Color Deviation,4.91
40111,209,5,20220523,1523,Color Deviation,2.88
40112,126,10,20230409,2620,Scratch,1.0
40113,203,4,20240129,967,Misalignment,4.76
40114,244,4,20221130,929,Dent,4.77
40115,72,8,20241003,1690,Dent,0.95
40116,75,5,20230703,2460,Color Deviation,4.76
40117,405,8,20230430,1880,Scratch,0.89
40118,241,2,20230523,2133,Misalignment,2.06
40119,355,8,20231103,170,Misalignment,3.59
40120,221,5,20220220,973,Scratch,4.86
40121,381,4,20230120,293,Dent,0.8
40122,315,10,20220206,1648,Color Deviation,4.0
40123,218,3,20230831,592,Dent,4.76
40124,341,10,20230221,222,Color Deviation,1.03
40125,21,8,20240224,794,Scratch,4.95
40126,423,1,20220617,2989,Scratch,1.21
40127,258,9,20240620,619,Scratch,0.82
40128,292,4,20221014,772,Scratch,2.85
40129,255,8,20220711,2938,Dent,3.34
40130,129,8,20240604,562,Color Deviation,4.31
40131,24,10,20220503,2588,Misalignment,3.94
40132,96,2,20220525,1137,Misalignment,2.61
40133,108,9,20221030,701,Color Deviation,1.26
40134,370,10,20240911,1642,Color Deviation,4.36
40135,378,7,20220425,454,Color Deviation,3.97
40136,3,7,20221109,2300,Scratch,4.26
40137,306,10,20240517,2290,Misalignment,1.61
40138,166,1,20230805,964,Color Deviation,1.1
40139,139,10,20231128,1087,Scratch,1.55
40140,281,7,20220324,1238,Scratch,4.86
40141,196,2,20230317,583,Dent,2.69
40142,442,9,20240814,310,Color Deviation,4.69
40143,130,6,20231015,1788,Dent,4.96
40144,239,2,20230617,730,Scratch,3.98
40145,447,5,20220818,2856,Scratch,4.3
40146,157,7,20240505,1275,Color Deviation,1.5
40147,202,9,20240903,3,Scratch,2.34
40148,385,7,20230211,2816,Scratch,3.93
40149,399,8,20230816,1275,Color Deviation,3.4
40150,382,7,20220208,795,Scratch,1.74
40151,96,9,20220804,1172,Scratch,4.66
40152,442,5,20231113,752,Color Deviation,1.49
40153,302,7,20240701,1759,Misalignment,3.4
40154,308,10,20240823,497,Color Deviation,2.31
40155,364,1,20220602,2097,Misalignment,3.89
40156,247,4,20220824,1447,Color Deviation,0.59
40157,174,9,20221126,2441,Misalignment,3.86
40158,96,9,20240621,2759,Dent,4.65
40159,430,3,20240126,2937,Misalignment,2.05
40160,405,6,20230707,2027,Scratch,4.73
40161,98,1,20240224,2602,Scratch,0.91
40162,165,2,20220121,2345,Scratch,1.43
40163,209,6,20240817,2107,Dent,3.65
40164,155,9,20230108,2632,Misalignment,2.97
40165,71,10,20241123,912,Misalignment,2.43
40166,475,2,20231030,88,Color Deviation,2.67
40167,42,5,20220810,2608,Color Deviation,2.39
40168,59,9,20231112,842,Dent,2.13
40169,356,4,20230415,1802,Color Deviation,3.71
40170,270,3,20230207,729,Scratch,4.08
40171,53,4,20220924,412,Dent,2.33
40172,264,8,20241025,1410,Color Deviation,1.13
40173,170,4,20240204,2581,Color Deviation,4.56
40174,354,1,20240817,898,Dent,3.48
40175,53,9,20231215,2948,Misalignment,1.88
40176,304,1,20220520,312,Color Deviation,1.24
40177,192,9,20220722,2159,Color Deviation,3.67
40178,232,8,20220303,2910,Scratch,3.95
40179,33,2,20231230,2327,Scratch,4.89
40180,392,9,20231030,2929,Dent,3.13
40181,4,3,20240922,2770,Scratch,3.08
40182,366,2,20221124,2366,Scratch,4.71
40183,9,6,20240904,215,Dent,4.74
40184,97,2,20221109,2631,Scratch,2.15
40185,168,8,20230430,2031,Color Deviation,3.69
40186,397,5,20230227,402,Color Deviation,1.74
40187,81,3,20220312,1632,Misalignment,3.55
40188,214,3,20230604,2802,Scratch,3.13
40189,22,8,20221109,1730,Misalignment,4.64
40190,155,8,20220626,1160,Scratch,3.0
40191,440,9,20230602,628,Dent,2.49
40192,200,5,20240123,930,Misalignment,2.03
40193,340,6,20240820,1946,Misalignment,0.91
40194,289,8,20241229,2302,Dent,3.55
40195,499,2,20230818,1924,Scratch,4.24
40196,294,6,20220906,650,Color Deviation,4.38
40197,488,5,20231010,2608,Dent,0.66
40198,483,7,20240208,2748,Dent,3.45
40199,27,1,20231211,1890,Scratch,3.92
40200,347,8,20220505,1385,Color Deviation,4.27
40201,105,6,20240210,2795,Color Deviation,4.0
40202,50,6,20241005,1979,Scratch,0.54
40203,215,7,20230302,2968,Scratch,2.61
40204,69,8,20220910,1129,Color Deviation,1.44
40205,56,7,20230831,290,Color Deviation,2.07
40206,209,7,20220623,2433,Dent,3.95
40207,279,4,20221103,2268,Dent,3.14
40208,326,4,20220426,2510,Dent,3.43
40209,207,3,20221222,1392,Scratch,1.0
40210,235,4,20230715,2312,Scratch,4.72
40211,99,6,20241031,1895,Color Deviation,1.58
40212,266,2,20221128,2414,Dent,3.15
40213,208,5,20221012,2843,Scratch,1.06
40214,255,2,20240901,1639,Dent,1.76
40215,459,4,20231207,266,Dent,2.39
40216,319,4,20241109,2084,Scratch,1.09
40217,61,8,20220409,2572,Scratch,3.62
40218,143,3,20230503,1737,Misalignment,1.71
40219,165,4,20230619,1635,Dent,3.31
40220,134,9,20220922,477,Dent,4.53
40221,471,6,20231029,2460,Scratch,2.98
40222,288,10,20220416,1103,Color Deviation,0.53
40223,153,5,20230618,529,Misalignment,2.79
40224,275,9,20220822,611,Dent,2.06
40225,85,8,20221017,184,Scratch,4.73
40226,10,7,20220306,1957,Misalignment,2.12
40227,392,9,20220325,2896,Scratch,1.45
40228,188,4,20220806,2616,Scratch,4.19
40229,482,7,20240921,1203,Scratch,1.74
40230,267,9,20230225,2459,Scratch,4.44
40231,150,8,20241025,2370,Color Deviation,2.5
40232,448,3,20240610,793,Dent,3.78
40233,5,5,20241031,2709,Scratch,3.46
40234,407,7,20230809,2716,Scratch,3.15
40235,213,4,20240527,2797,Scratch,2.15
40236,163,4,20231225,270,Dent,1.34
40237,265,8,20230523,1500,Misalignment,3.21
40238,303,4,20220314,1080,Misalignment,4.54
40239,281,5,20230706,1904,Color Deviation,4.91
40240,416,5,20241005,2952,Scratch,4.59
40241,196,3,20240321,261,Dent,2.34
40242,321,7,20230727,829,Misalignment,2.68
40243,359,9,20231110,343,Scratch,3.48
40244,55,7,20240129,2225,Misalignment,3.5
40245,403,10,20240817,1602,Misalignment,4.27
40246,98,4,20220405,1107,Misalignment,3.98
40247,245,1,20220501,1720,Color Deviation,3.68
40248,400,6,20240822,1272,Misalignment,3.13
40249,471,3,20230407,159,Scratch,2.71
40250,158,5,20220809,1272,Color Deviation,2.57
40251,356,6,20221209,2347,Misalignment,1.91
40252,199,8,20221011,1380,Color Deviation,1.5
40253,1,6,20241203,927,Misalignment,4.6
40254,63,8,20241204,2980,Dent,0.61
40255,278,9,20221204,1824,Color Deviation,4.94
40256,440,1,20220707,772,Dent,4.46
40257,222,5,20240510,564,Misalignment,1.34
40258,36,3,20240921,890,Dent,4.01
40259,73,6,20230117,1472,Color Deviation,1.36
40260,292,4,20230806,1423,Misalignment,4.62
40261,453,4,20230307,2190,Scratch,3.11
40262,190,9,20240314,322,Dent,2.84
40263,123,3,20231008,65,Misalignment,1.01
40264,362,1,20220405,2913,Color Deviation,1.15
40265,386,7,20221224,2230,Color Deviation,1.49
40266,499,10,20230521,2136,Color Deviation,2.81
40267,92,9,20221203,2111,Scratch,2.38
40268,466,5,20240107,537,Misalignment,2.53
40269,230,10,20220619,1744,Dent,3.3
40270,80,10,20240522,2575,Dent,2.56
40271,356,2,20220516,1144,Scratch,4.33
40272,213,2,20240722,294,Color Deviation,1.2
40273,31,9,20241129,797,Scratch,4.6
40274,328,4,20221201,642,Scratch,4.5
40275,323,7,20220613,583,Dent,1.35
40276,215,6,20231206,2799,Color Deviation,3.35
40277,436,1,20230930,1025,Misalignment,4.21
40278,212,6,20241221,2857,Color Deviation,0.66
40279,21,10,20240518,2875,Scratch,2.01
40280,165,10,20220205,2261,Misalignment,2.8
40281,242,9,20241225,1740,Misalignment,1.87
40282,161,10,20220223,2537,Dent,1.32
40283,5,5,20220908,1799,Dent,4.61
40284,2,7,20230128,408,Scratch,2.53
40285,238,2,20231028,1776,Scratch,4.8
40286,203,4,20240904,677,Scratch,3.47
40287,8,5,20230131,1035,Dent,2.01
40288,60,9,20240214,2785,Misalignment,2.26
40289,338,10,20240205,784,Scratch,1.95
40290,249,2,20230424,1458,Scratch,2.9
40291,399,10,20230908,567,Color Deviation,3.98
40292,156,6,20221123,875,Misalignment,3.47
40293,219,8,20241207,1286,Color Deviation,3.13
40294,395,1,20220225,1926,Color Deviation,3.94
40295,124,5,20240921,2540,Scratch,1.25
40296,260,6,20220323,2011,Color Deviation,4.89
40297,135,7,20230325,2947,Dent,2.41
40298,152,1,20221012,829,Dent,0.8
40299,201,3,20240913,1263,Color Deviation,3.09
40300,212,3,20230803,683,Color Deviation,3.43
40301,472,9,20230428,1557,Color Deviation,1.92
40302,152,3,20240104,2570,Dent,4.03
40303,436,8,20230601,1055,Color Deviation,3.69
40304,181,6,20221021,52,Scratch,4.51
40305,274,1,20230915,1926,Color Deviation,3.83
40306,371,5,20230927,2083,Misalignment,3.62
40307,83,6,20230511,411,Dent,3.57
40308,258,9,20221228,1394,Color Deviation,3.38
40309,264,10,20230208,2518,Color Deviation,2.99
40310,220,10,20240303,2245,Color Deviation,2.27
40311,375,3,20240115,2411,Dent,2.7
40312,3,9,20220222,1223,Misalignment,3.63
40313,52,3,20240207,1329,Dent,4.48
40314,44,1,20241222,2148,Color Deviation,2.49
40315,351,6,20230106,1865,Color Deviation,4.6
40316,29,1,20220317,2479,Scratch,2.9
40317,358,3,20240912,1163,Misalignment,4.57
40318,254,2,20221224,2360,Scratch,3.97
40319,105,8,20220408,766,Scratch,2.03
40320,263,10,20240502,1481,Dent,3.62
40321,47,5,20230516,763,Scratch,0.57
40322,133,2,20240324,740,Color Deviation,1.27
40323,201,6,20220408,1511,Color Deviation,2.97
40324,316,10,20220424,601,Misalignment,4.16
40325,413,2,20221214,389,Dent,4.48
40326,382,9,20241005,2004,Scratch,1.41
40327,321,2,20230514,314,Color Deviation,0.73
40328,220,6,20230502,2097,Scratch,2.65
40329,343,3,20220805,1093,Color Deviation,2.59
40330,287,5,20230603,1085,Color Deviation,4.34
40331,274,2,20220805,2700,Misalignment,3.78
40332,272,6,20230922,66,Dent,3.85
40333,372,5,20241013,855,Scratch,3.86
40334,233,7,20220608,1209,Misalignment,3.56
40335,328,2,20240209,682,Scratch,0.98
40336,1,1,20220314,638,Scratch,4.87
40337,429,7,20220304,702,Color Deviation,1.71
40338,441,7,20220613,1523,Dent,3.07
40339,175,8,20240910,226,Dent,4.64
40340,411,3,20230822,746,Dent,1.09
40341,486,4,20241126,577,Dent,4.15
40342,181,6,20240621,2802,Scratch,1.86
40343,141,10,20240419,638,Dent,3.33
40344,231,2,20241119,2084,Scratch,1.36
40345,484,3,20220914,2047,Dent,3.27
40346,372,8,20230823,2016,Dent,0.71
40347,48,2,20220610,167,Misalignment,3.83
40348,125,4,20230112,713,Color Deviation,3.5
40349,68,10,20230723,639,Dent,2.65
40350,499,8,20240526,1149,Scratch,1.54
40351,239,8,20240826,1140,Misalignment,3.81
40352,311,3,20240814,1342,Scratch,1.29
40353,177,8,20220325,2357,Misalignment,1.35
40354,65,8,20220707,749,Scratch,1.55
40355,448,6,20240319,1146,Scratch,3.22
40356,226,10,20220817,2805,Misalignment,1.94
40357,264,10,20230723,2565,Dent,1.09
40358,288,9,20230718,728,Dent,3.84
40359,140,6,20220420,2029,Dent,3.12
40360,365,1,20240529,1490,Misalignment,3.35
40361,466,1,20230922,2933,Misalignment,0.66
40362,13,2,20241227,2786,Color Deviation,4.68
40363,296,10,20221114,10,Color Deviation,3.45
40364,97,10,20230306,1404,Misalignment,2.04
40365,432,7,20241027,272,Dent,0.8
40366,313,7,20230922,1409,Scratch,4.22
40367,345,2,20231026,1442,Scratch,0.62
40368,370,6,20241210,1234,Color Deviation,0.58
40369,371,1,20230703,2748,Misalignment,3.28
40370,76,2,20220927,1845,Dent,1.38
40371,150,2,20230304,1883,Dent,2.71
40372,237,4,20240601,2432,Color Deviation,3.32
40373,483,4,20230301,1941,Misalignment,4.32
40374,144,4,20221011,144,Dent,4.43
40375,396,3,20240914,135,Dent,4.0
40376,173,1,20230929,1390,Scratch,3.02
40377,316,5,20240506,124,Color Deviation,1.59
40378,478,8,20240813,378,Scratch,4.75
40379,129,1,20220724,1309,Color Deviation,4.76
40380,376,2,20220320,2214,Dent,3.32
40381,354,4,20220331,1511,Dent,3.86
40382,346,5,20230730,2200,Misalignment,3.52
40383,238,9,20220913,2182,Misalignment,4.0
40384,482,10,20240401,2142,Color Deviation,1.37
40385,358,1,20240128,1044,Misalignment,1.23
40386,418,3,20230622,324,Misalignment,3.97
40387,30,6,20231107,953,Misalignment,2.74
40388,249,5,20220926,2411,Color Deviation,2.78
40389,113,1,20240926,1500,Misalignment,2.95
40390,113,8,20241030,345,Color Deviation,0.71
40391,35,3,20240420,254,Misalignment,2.2
40392,219,10,20240119,2423,Scratch,2.69
40393,406,4,20240924,1855,Dent,1.34
40394,143,6,20230619,799,Dent,3.7
40395,146,2,20230602,1489,Scratch,0.67
40396,84,3,20230214,1275,Color Deviation,4.28
40397,287,10,20230608,2465,Scratch,1.89
40398,400,7,20220210,1886,Color Deviation,4.32
40399,458,6,20231120,1935,Color Deviation,2.0
40400,170,9,20230501,2734,Color Deviation,1.75
40401,197,2,20240203,2245,Dent,1.56
40402,497,2,20241214,1079,Color Deviation,0.91
40403,459,10,20231118,2732,Misalignment,2.85
40404,28,6,20240715,2060,Scratch,4.06
40405,457,6,20230704,2661,Misalignment,4.83
40406,449,6,20241201,1952,Dent,1.56
40407,310,3,20230513,1718,Dent,1.52
40408,490,2,20240306,2010,Dent,3.68
40409,483,5,20241022,311,Dent,3.83
40410,157,5,20240411,1254,Color Deviation,1.92
40411,390,3,20220519,587,Misalignment,4.44
40412,397,1,20230316,55,Scratch,3.78
40413,459,8,20231207,2923,Misalignment,3.4
40414,86,4,20220316,1818,Dent,1.22
40415,2,2,20240630,236,Color Deviation,1.98
40416,220,2,20220113,1447,Color Deviation,4.26
40417,199,4,20240806,798,Misalignment,1.96
40418,70,5,20240630,1312,Dent,3.25
40419,24,4,20220330,186,Misalignment,4.91
40420,58,6,20220723,1489,Misalignment,3.01
40421,124,4,20220924,1034,Scratch,0.66
40422,233,4,20220206,1274,Scratch,0.92
40423,21,7,20241009,50,Color Deviation,3.11
40424,225,7,20220824,1837,Scratch,4.99
40425,334,8,20221024,1999,Dent,4.17
40426,105,7,20220521,2244,Color Deviation,4.74
40427,206,7,20220916,1041,Color Deviation,2.99
40428,313,8,20240313,1751,Color Deviation,2.25
40429,413,6,20220205,2504,Scratch,2.15
40430,289,3,20230313,72,Misalignment,4.5
40431,313,3,20230118,2994,Misalignment,3.75
40432,81,5,20220716,789,Misalignment,1.56
40433,450,10,20240707,297,Dent,1.93
40434,416,5,20220131,103,Misalignment,1.61
40435,11,2,20220218,1329,Color Deviation,1.19
40436,82,9,20240903,2427,Scratch,3.06
40437,284,6,20230903,453,Misalignment,4.91
40438,120,9,20241025,861,Misalignment,2.37
40439,118,7,20240727,2423,Misalignment,2.67
40440,72,3,20241124,2539,Dent,2.38
40441,495,8,20220714,240,Dent,0.74
40442,46,8,20230620,1179,Scratch,4.77
40443,451,5,20231202,2453,Misalignment,4.29
40444,426,2,20241212,1365,Color Deviation,3.67
40445,485,5,20221201,768,Color Deviation,1.77
40446,104,6,20220722,943,Misalignment,0.74
40447,399,8,20230422,2020,Misalignment,3.84
40448,498,7,20221116,1314,Misalignment,1.05
40449,230,8,20220122,2895,Dent,1.98
40450,444,5,20220730,2814,Misalignment,4.0
40451,45,7,20240127,468,Misalignment,2.28
40452,16,7,20241005,1302,Color Deviation,2.99
40453,293,3,20221207,2415,Misalignment,2.23
40454,383,9,20220531,809,Dent,3.47
